Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,08. Endowment,0
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,07. Capital,0
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,06. Ancillary,14
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,03. Sponsored Research - Entities Consolidated,9
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,02. Special Purpose and Trust,0
2007-2008,Collège Universitaire Dominicain /,513,French, Ontario,01. General operating,1538
2007-2008,Carleton University,516,English, Ontario,Total funds,448265
2007-2008,Carleton University,516,English, Ontario,08. Endowment,13191
2007-2008,Carleton University,516,English, Ontario,07. Capital,15548
2007-2008,Carleton University,516,English, Ontario,06. Ancillary,26282
2007-2008,Carleton University,516,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Carleton University,516,English, Ontario,03. Sponsored Research - Entities Consolidated,84033
2007-2008,Carleton University,516,English, Ontario,02. Special Purpose and Trust,10976
2007-2008,Carleton University,516,English, Ontario,01. General operating,298235
2007-2008,Cape Breton University,224,English, Nova Scotia,Total funds,47663
2007-2008,Cape Breton University,224,English, Nova Scotia,08. Endowment,1410
2007-2008,Cape Breton University,224,English, Nova Scotia,07. Capital,93
2007-2008,Cape Breton University,224,English, Nova Scotia,06. Ancillary,3455
2007-2008,Cape Breton University,224,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Cape Breton University,224,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,4544
2007-2008,Cape Breton University,224,English, Nova Scotia,02. Special Purpose and Trust,46
2007-2008,Cape Breton University,224,English, Nova Scotia,01. General operating,38115
2007-2008,Campion College,722,English, Saskatchewan,Total funds,5854
2007-2008,Campion College,722,English, Saskatchewan,08. Endowment,500
2007-2008,Campion College,722,English, Saskatchewan,07. Capital,0
2007-2008,Campion College,722,English, Saskatchewan,06. Ancillary,0
2007-2008,Campion College,722,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Campion College,722,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0
2007-2008,Campion College,722,English, Saskatchewan,02. Special Purpose and Trust,0
2007-2008,Campion College,722,English, Saskatchewan,01. General operating,5354
2007-2008,Brock University,510,English, Ontario,Total funds,262051
2007-2008,Brock University,510,English, Ontario,08. Endowment,3463
2007-2008,Brock University,510,English, Ontario,07. Capital,42052
2007-2008,Brock University,510,English, Ontario,06. Ancillary,27220
2007-2008,Brock University,510,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Brock University,510,English, Ontario,03. Sponsored Research - Entities Consolidated,13551
2007-2008,Brock University,510,English, Ontario,02. Special Purpose and Trust,2215
2007-2008,Brock University,510,English, Ontario,01. General operating,173550
2007-2008,Brescia University College,506,English, Ontario,Total funds,13133
2007-2008,Brescia University College,506,English, Ontario,08. Endowment,0
2007-2008,Brescia University College,506,English, Ontario,07. Capital,286
2007-2008,Brescia University College,506,English, Ontario,06. Ancillary,0
2007-2008,Brescia University College,506,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Brescia University College,506,English, Ontario,03. Sponsored Research - Entities Consolidated,20
2007-2008,Brescia University College,506,English, Ontario,02. Special Purpose and Trust,0
2007-2008,Brescia University College,506,English, Ontario,01. General operating,12827
2007-2008,Brandon University,614,English, Manitoba,Total funds,54077
2007-2008,Brandon University,614,English, Manitoba,08. Endowment,0
2007-2008,Brandon University,614,English, Manitoba,07. Capital,1357
2007-2008,Brandon University,614,English, Manitoba,06. Ancillary,5051
2007-2008,Brandon University,614,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Brandon University,614,English, Manitoba,03. Sponsored Research - Entities Consolidated,3960
2007-2008,Brandon University,614,English, Manitoba,02. Special Purpose and Trust,3584
2007-2008,Brandon University,614,English, Manitoba,01. General operating,40125
2007-2008,Bishop's University / Université Bi,407,English, Quebec,Total funds,42402
2007-2008,Bishop's University / Université Bi,407,English, Quebec,08. Endowment,0
2007-2008,Bishop's University / Université Bi,407,English, Quebec,07. Capital,3268
2007-2008,Bishop's University / Université Bi,407,English, Quebec,06. Ancillary,7527
2007-2008,Bishop's University / Université Bi,407,English, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Bishop's University / Université Bi,407,English, Quebec,03. Sponsored Research - Entities Consolidated,1110
2007-2008,Bishop's University / Université Bi,407,English, Quebec,02. Special Purpose and Trust,2625
2007-2008,Bishop's University / Université Bi,407,English, Quebec,01. General operating,27872
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,Total funds,2494
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,08. Endowment,-81
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,07. Capital,0
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,06. Ancillary,0
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,0
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,02. Special Purpose and Trust,385
2007-2008,Atlantic School of Theology,223,English, Nova Scotia,01. General operating,2190
2007-2008,Athabasca University,810,English, Alberta,Total funds,132531
2007-2008,Athabasca University,810,English, Alberta,08. Endowment,55
2007-2008,Athabasca University,810,English, Alberta,07. Capital,30283
2007-2008,Athabasca University,810,English, Alberta,06. Ancillary,8950
2007-2008,Athabasca University,810,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Athabasca University,810,English, Alberta,03. Sponsored Research - Entities Consolidated,2492
2007-2008,Athabasca University,810,English, Alberta,02. Special Purpose and Trust,1699
2007-2008,Athabasca University,810,English, Alberta,01. General operating,89052
2007-2008,Algoma University,505,English, Ontario,Total funds,16885
2007-2008,Algoma University,505,English, Ontario,08. Endowment,0
2007-2008,Algoma University,505,English, Ontario,07. Capital,1697
2007-2008,Algoma University,505,English, Ontario,06. Ancillary,1405
2007-2008,Algoma University,505,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Algoma University,505,English, Ontario,03. Sponsored Research - Entities Consolidated,706
2007-2008,Algoma University,505,English, Ontario,02. Special Purpose and Trust,0
2007-2008,Algoma University,505,English, Ontario,01. General operating,13077
2007-2008,Acadia University,221,English, Nova Scotia,Total funds,76549
2007-2008,Acadia University,221,English, Nova Scotia,08. Endowment,-914
2007-2008,Acadia University,221,English, Nova Scotia,07. Capital,0
2007-2008,Acadia University,221,English, Nova Scotia,06. Ancillary,9322
2007-2008,Acadia University,221,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Acadia University,221,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,6778
2007-2008,Acadia University,221,English, Nova Scotia,02. Special Purpose and Trust,4067
2007-2008,Acadia University,221,English, Nova Scotia,01. General operating,57296
2007-2008,Acadia Divinity College,218,English, Nova Scotia,Total funds,2058
2007-2008,Acadia Divinity College,218,English, Nova Scotia,08. Endowment,0
2007-2008,Acadia Divinity College,218,English, Nova Scotia,07. Capital,0
2007-2008,Acadia Divinity College,218,English, Nova Scotia,06. Ancillary,0
2007-2008,Acadia Divinity College,218,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,Acadia Divinity College,218,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,0
2007-2008,Acadia Divinity College,218,English, Nova Scotia,02. Special Purpose and Trust,491
2007-2008,Acadia Divinity College,218,English, Nova Scotia,01. General operating,1567
2007-2008,University of Saskatchewan,766,English, Saskatchewan,Total funds,710557
2007-2008,University of Saskatchewan,766,English, Saskatchewan,08. Endowment,-2005
2007-2008,University of Saskatchewan,766,English, Saskatchewan,07. Capital,25660
2007-2008,University of Saskatchewan,766,English, Saskatchewan,06. Ancillary,37315
2007-2008,University of Saskatchewan,766,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,University of Saskatchewan,766,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,203546
2007-2008,University of Saskatchewan,766,English, Saskatchewan,02. Special Purpose and Trust,89011
2007-2008,University of Saskatchewan,766,English, Saskatchewan,01. General operating,357030
2007-2008,St. Thomas More College,760,English, Saskatchewan,Total funds,11076
2007-2008,St. Thomas More College,760,English, Saskatchewan,08. Endowment,261
2007-2008,St. Thomas More College,760,English, Saskatchewan,07. Capital,169
2007-2008,St. Thomas More College,760,English, Saskatchewan,06. Ancillary,986
2007-2008,St. Thomas More College,760,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0
2007-2008,St. Thomas More College,760,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0
2007-2008,St. Thomas More College,760,English, Saskatchewan,02. Special Purpose and Trust,46
2007-2008,St. Thomas More College,760,English, Saskatchewan,01. General operating,9614
2006-2007,École polytechnique de Montréal,434,French, Quebec,Total funds,158010
2006-2007,École polytechnique de Montréal,434,French, Quebec,08. Endowment,1571
2006-2007,École polytechnique de Montréal,434,French, Quebec,07. Capital,19191
2006-2007,École polytechnique de Montréal,434,French, Quebec,06. Ancillary,1303
2006-2007,École polytechnique de Montréal,434,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,École polytechnique de Montréal,434,French, Quebec,03. Sponsored Research - Entities Consolidated,45830
2006-2007,École polytechnique de Montréal,434,French, Quebec,02. Special Purpose and Trust,2506
2006-2007,École polytechnique de Montréal,434,French, Quebec,01. General operating,87609
2006-2007,École nationale d'administration pu,430,French, Quebec,Total funds,25378
2006-2007,École nationale d'administration pu,430,French, Quebec,08. Endowment,0
2006-2007,École nationale d'administration pu,430,French, Quebec,07. Capital,818
2006-2007,École nationale d'administration pu,430,French, Quebec,06. Ancillary,0
2006-2007,École nationale d'administration pu,430,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,École nationale d'administration pu,430,French, Quebec,03. Sponsored Research - Entities Consolidated,1739
2006-2007,École nationale d'administration pu,430,French, Quebec,02. Special Purpose and Trust,2254
2006-2007,École nationale d'administration pu,430,French, Quebec,01. General operating,20567
2006-2007,École de technologie supérieure,438,French, Quebec,Total funds,118711
2006-2007,École de technologie supérieure,438,French, Quebec,08. Endowment,0
2006-2007,École de technologie supérieure,438,French, Quebec,07. Capital,33795
2006-2007,École de technologie supérieure,438,French, Quebec,06. Ancillary,4360
2006-2007,École de technologie supérieure,438,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,École de technologie supérieure,438,French, Quebec,03. Sponsored Research - Entities Consolidated,14339
2006-2007,École de technologie supérieure,438,French, Quebec,02. Special Purpose and Trust,4615
2006-2007,École de technologie supérieure,438,French, Quebec,01. General operating,61602
2006-2007,York University,598,English, Ontario,Total funds,858214
2006-2007,York University,598,English, Ontario,08. Endowment,27463
2006-2007,York University,598,English, Ontario,07. Capital,17103
2006-2007,York University,598,English, Ontario,06. Ancillary,68796
2006-2007,York University,598,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,York University,598,English, Ontario,03. Sponsored Research - Entities Consolidated,62294
2006-2007,York University,598,English, Ontario,02. Special Purpose and Trust,28435
2006-2007,York University,598,English, Ontario,01. General operating,654123
2006-2007,Wilfrid Laurier University,594,English, Ontario,Total funds,226571
2006-2007,Wilfrid Laurier University,594,English, Ontario,08. Endowment,6886
2006-2007,Wilfrid Laurier University,594,English, Ontario,07. Capital,4094
2006-2007,Wilfrid Laurier University,594,English, Ontario,06. Ancillary,34576
2006-2007,Wilfrid Laurier University,594,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Wilfrid Laurier University,594,English, Ontario,03. Sponsored Research - Entities Consolidated,9437
2006-2007,Wilfrid Laurier University,594,English, Ontario,02. Special Purpose and Trust,13023
2006-2007,Wilfrid Laurier University,594,English, Ontario,01. General operating,158555
2006-2007,Western University,592,English, Ontario,Total funds,976411
2006-2007,Western University,592,English, Ontario,08. Endowment,41273
2006-2007,Western University,592,English, Ontario,07. Capital,25345
2006-2007,Western University,592,English, Ontario,06. Ancillary,97960
2006-2007,Western University,592,English, Ontario,04. Sponsored Research - Entities Not Consolidated,92630
2006-2007,Western University,592,English, Ontario,03. Sponsored Research - Entities Consolidated,145313
2006-2007,Western University,592,English, Ontario,02. Special Purpose and Trust,58727
2006-2007,Western University,592,English, Ontario,01. General operating,515163
2006-2007,Victoria University,588,English, Ontario,Total funds,35411
2006-2007,Victoria University,588,English, Ontario,08. Endowment,9115
2006-2007,Victoria University,588,English, Ontario,07. Capital,330
2006-2007,Victoria University,588,English, Ontario,06. Ancillary,16866
2006-2007,Victoria University,588,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Victoria University,588,English, Ontario,03. Sponsored Research - Entities Consolidated,282
2006-2007,Victoria University,588,English, Ontario,02. Special Purpose and Trust,1348
2006-2007,Victoria University,588,English, Ontario,01. General operating,7470
2006-2007,Vancouver Island University,980,English, British Columbia,Total funds,105470
2006-2007,Vancouver Island University,980,English, British Columbia,08. Endowment,427
2006-2007,Vancouver Island University,980,English, British Columbia,07. Capital,646
2006-2007,Vancouver Island University,980,English, British Columbia,06. Ancillary,7239
2006-2007,Vancouver Island University,980,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Vancouver Island University,980,English, British Columbia,03. Sponsored Research - Entities Consolidated,3483
2006-2007,Vancouver Island University,980,English, British Columbia,02. Special Purpose and Trust,6381
2006-2007,Vancouver Island University,980,English, British Columbia,01. General operating,87294
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,Total funds,127363
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,08. Endowment,16
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,07. Capital,5850
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,06. Ancillary,1537
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,03. Sponsored Research - Entities Consolidated,14028
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,02. Special Purpose and Trust,0
2006-2007,Université du Québec à Trois-Rivièr,482,French, Quebec,01. General operating,105932
2006-2007,Université du Québec à Rimouski,476,French, Quebec,Total funds,73833
2006-2007,Université du Québec à Rimouski,476,French, Quebec,08. Endowment,0
2006-2007,Université du Québec à Rimouski,476,French, Quebec,07. Capital,7778
2006-2007,Université du Québec à Rimouski,476,French, Quebec,06. Ancillary,0
2006-2007,Université du Québec à Rimouski,476,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec à Rimouski,476,French, Quebec,03. Sponsored Research - Entities Consolidated,10670
2006-2007,Université du Québec à Rimouski,476,French, Quebec,02. Special Purpose and Trust,0
2006-2007,Université du Québec à Rimouski,476,French, Quebec,01. General operating,55385
2006-2007,Université du Québec à Montréal,473,French, Quebec,Total funds,442292
2006-2007,Université du Québec à Montréal,473,French, Quebec,08. Endowment,0
2006-2007,Université du Québec à Montréal,473,French, Quebec,07. Capital,48996
2006-2007,Université du Québec à Montréal,473,French, Quebec,06. Ancillary,20193
2006-2007,Université du Québec à Montréal,473,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec à Montréal,473,French, Quebec,03. Sponsored Research - Entities Consolidated,62361
2006-2007,Université du Québec à Montréal,473,French, Quebec,02. Special Purpose and Trust,5736
2006-2007,Université du Québec à Montréal,473,French, Quebec,01. General operating,305006
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,Total funds,94306
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,08. Endowment,38
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,07. Capital,8469
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,06. Ancillary,2591
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,03. Sponsored Research - Entities Consolidated,14698
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,02. Special Purpose and Trust,2468
2006-2007,Université du Québec à Chicoutimi,470,French, Quebec,01. General operating,66042
2006-2007,Université du Québec en Outaouais,471,French, Quebec,Total funds,63199
2006-2007,Université du Québec en Outaouais,471,French, Quebec,08. Endowment,0
2006-2007,Université du Québec en Outaouais,471,French, Quebec,07. Capital,6908
2006-2007,Université du Québec en Outaouais,471,French, Quebec,06. Ancillary,1936
2006-2007,Université du Québec en Outaouais,471,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec en Outaouais,471,French, Quebec,03. Sponsored Research - Entities Consolidated,5156
2006-2007,Université du Québec en Outaouais,471,French, Quebec,02. Special Purpose and Trust,293
2006-2007,Université du Québec en Outaouais,471,French, Quebec,01. General operating,48906
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,Total funds,42251
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,08. Endowment,0
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,07. Capital,1142
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,06. Ancillary,0
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,03. Sponsored Research - Entities Consolidated,10249
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,02. Special Purpose and Trust,0
2006-2007,Université du Québec en Abitibi-Tém,465,French, Quebec,01. General operating,30860
2006-2007,Université du Québec (siège social),479,French, Quebec,Total funds,75728
2006-2007,Université du Québec (siège social),479,French, Quebec,08. Endowment,0
2006-2007,Université du Québec (siège social),479,French, Quebec,07. Capital,49136
2006-2007,Université du Québec (siège social),479,French, Quebec,06. Ancillary,0
2006-2007,Université du Québec (siège social),479,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université du Québec (siège social),479,French, Quebec,03. Sponsored Research - Entities Consolidated,1419
2006-2007,Université du Québec (siège social),479,French, Quebec,02. Special Purpose and Trust,0
2006-2007,Université du Québec (siège social),479,French, Quebec,01. General operating,25173
2006-2007,Université de Sudbury / University,577,English, Ontario,Total funds,6186
2006-2007,Université de Sudbury / University,577,English, Ontario,08. Endowment,36
2006-2007,Université de Sudbury / University,577,English, Ontario,07. Capital,18
2006-2007,Université de Sudbury / University,577,English, Ontario,06. Ancillary,910
2006-2007,Université de Sudbury / University,577,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université de Sudbury / University,577,English, Ontario,03. Sponsored Research - Entities Consolidated,17
2006-2007,Université de Sudbury / University,577,English, Ontario,02. Special Purpose and Trust,837
2006-2007,Université de Sudbury / University,577,English, Ontario,01. General operating,4368
2006-2007,Université de Sherbrooke,486,French, Quebec,Total funds,400423
2006-2007,Université de Sherbrooke,486,French, Quebec,08. Endowment,54
2006-2007,Université de Sherbrooke,486,French, Quebec,07. Capital,19458
2006-2007,Université de Sherbrooke,486,French, Quebec,06. Ancillary,3832
2006-2007,Université de Sherbrooke,486,French, Quebec,04. Sponsored Research - Entities Not Consolidated,13821
2006-2007,Université de Sherbrooke,486,French, Quebec,03. Sponsored Research - Entities Consolidated,72351
2006-2007,Université de Sherbrooke,486,French, Quebec,02. Special Purpose and Trust,26337
2006-2007,Université de Sherbrooke,486,French, Quebec,01. General operating,264570
2006-2007,Université de Saint-Boniface,652,French, Manitoba,Total funds,20870
2006-2007,Université de Saint-Boniface,652,French, Manitoba,08. Endowment,530
2006-2007,Université de Saint-Boniface,652,French, Manitoba,07. Capital,302
2006-2007,Université de Saint-Boniface,652,French, Manitoba,06. Ancillary,0
2006-2007,Université de Saint-Boniface,652,French, Manitoba,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université de Saint-Boniface,652,French, Manitoba,03. Sponsored Research - Entities Consolidated,0
2006-2007,Université de Saint-Boniface,652,French, Manitoba,02. Special Purpose and Trust,0
2006-2007,Université de Saint-Boniface,652,French, Manitoba,01. General operating,20038
2006-2007,Université de Montréal,460,French, Quebec,Total funds,986886
2006-2007,Université de Montréal,460,French, Quebec,08. Endowment,217
2006-2007,Université de Montréal,460,French, Quebec,07. Capital,54977
2006-2007,Université de Montréal,460,French, Quebec,06. Ancillary,20074
2006-2007,Université de Montréal,460,French, Quebec,04. Sponsored Research - Entities Not Consolidated,139094
2006-2007,Université de Montréal,460,French, Quebec,03. Sponsored Research - Entities Consolidated,217535
2006-2007,Université de Montréal,460,French, Quebec,02. Special Purpose and Trust,33231
2006-2007,Université de Montréal,460,French, Quebec,01. General operating,521758
2006-2007,Université de Moncton,334,French, New Brunswick,Total funds,137625
2006-2007,Université de Moncton,334,French, New Brunswick,08. Endowment,3752
2006-2007,Université de Moncton,334,French, New Brunswick,07. Capital,2895
2006-2007,Université de Moncton,334,French, New Brunswick,06. Ancillary,5363
2006-2007,Université de Moncton,334,French, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université de Moncton,334,French, New Brunswick,03. Sponsored Research - Entities Consolidated,9692
2006-2007,Université de Moncton,334,French, New Brunswick,02. Special Purpose and Trust,26409
2006-2007,Université de Moncton,334,French, New Brunswick,01. General operating,89514
2006-2007,Université de Hearst,523,French, Ontario,Total funds,5003
2006-2007,Université de Hearst,523,French, Ontario,08. Endowment,95
2006-2007,Université de Hearst,523,French, Ontario,07. Capital,133
2006-2007,Université de Hearst,523,French, Ontario,06. Ancillary,91
2006-2007,Université de Hearst,523,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université de Hearst,523,French, Ontario,03. Sponsored Research - Entities Consolidated,105
2006-2007,Université de Hearst,523,French, Ontario,02. Special Purpose and Trust,90
2006-2007,Université de Hearst,523,French, Ontario,01. General operating,4489
2006-2007,Université TÉLUQ,492,French, Quebec,Total funds,42635
2006-2007,Université TÉLUQ,492,French, Quebec,08. Endowment,0
2006-2007,Université TÉLUQ,492,French, Quebec,07. Capital,1759
2006-2007,Université TÉLUQ,492,French, Quebec,06. Ancillary,0
2006-2007,Université TÉLUQ,492,French, Quebec,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université TÉLUQ,492,French, Quebec,03. Sponsored Research - Entities Consolidated,4620
2006-2007,Université TÉLUQ,492,French, Quebec,02. Special Purpose and Trust,0
2006-2007,Université TÉLUQ,492,French, Quebec,01. General operating,36256
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,Total funds,19120
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,08. Endowment,469
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,07. Capital,651
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,06. Ancillary,2632
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,03. Sponsored Research - Entities Consolidated,237
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,02. Special Purpose and Trust,0
2006-2007,Université Sainte-Anne,272,French, Nova Scotia,01. General operating,15131
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,Total funds,25097
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,08. Endowment,2067
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,07. Capital,0
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,06. Ancillary,5019
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,03. Sponsored Research - Entities Consolidated,159
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,02. Special Purpose and Trust,1344
2006-2007,Université Saint-Paul / Saint Paul,571,French, Ontario,01. General operating,16508
2006-2007,Université Laval,446,French, Quebec,Total funds,808595
2006-2007,Université Laval,446,French, Quebec,08. Endowment,3146
2006-2007,Université Laval,446,French, Quebec,07. Capital,64238
2006-2007,Université Laval,446,French, Quebec,06. Ancillary,22591
2006-2007,Université Laval,446,French, Quebec,04. Sponsored Research - Entities Not Consolidated,57918
2006-2007,Université Laval,446,French, Quebec,03. Sponsored Research - Entities Consolidated,210395
2006-2007,Université Laval,446,French, Quebec,02. Special Purpose and Trust,6877
2006-2007,Université Laval,446,French, Quebec,01. General operating,443430
2006-2007,University of the Fraser Valley,982,English, British Columbia,Total funds,99208
2006-2007,University of the Fraser Valley,982,English, British Columbia,08. Endowment,0
2006-2007,University of the Fraser Valley,982,English, British Columbia,07. Capital,17288
2006-2007,University of the Fraser Valley,982,English, British Columbia,06. Ancillary,5343
2006-2007,University of the Fraser Valley,982,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of the Fraser Valley,982,English, British Columbia,03. Sponsored Research - Entities Consolidated,1351
2006-2007,University of the Fraser Valley,982,English, British Columbia,02. Special Purpose and Trust,1272
2006-2007,University of the Fraser Valley,982,English, British Columbia,01. General operating,73954
2006-2007,University of Windsor,596,English, Ontario,Total funds,281283
2006-2007,University of Windsor,596,English, Ontario,08. Endowment,7189
2006-2007,University of Windsor,596,English, Ontario,07. Capital,1911
2006-2007,University of Windsor,596,English, Ontario,06. Ancillary,26442
2006-2007,University of Windsor,596,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Windsor,596,English, Ontario,03. Sponsored Research - Entities Consolidated,25909
2006-2007,University of Windsor,596,English, Ontario,02. Special Purpose and Trust,10831
2006-2007,University of Windsor,596,English, Ontario,01. General operating,209001
2006-2007,University of Waterloo,590,English, Ontario,Total funds,624982
2006-2007,University of Waterloo,590,English, Ontario,08. Endowment,11676
2006-2007,University of Waterloo,590,English, Ontario,07. Capital,18627
2006-2007,University of Waterloo,590,English, Ontario,06. Ancillary,65854
2006-2007,University of Waterloo,590,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Waterloo,590,English, Ontario,03. Sponsored Research - Entities Consolidated,121304
2006-2007,University of Waterloo,590,English, Ontario,02. Special Purpose and Trust,21030
2006-2007,University of Waterloo,590,English, Ontario,01. General operating,386491
2006-2007,University of Victoria,986,English, British Columbia,Total funds,484209
2006-2007,University of Victoria,986,English, British Columbia,08. Endowment,13625
2006-2007,University of Victoria,986,English, British Columbia,07. Capital,36493
2006-2007,University of Victoria,986,English, British Columbia,06. Ancillary,45491
2006-2007,University of Victoria,986,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,12765
2006-2007,University of Victoria,986,English, British Columbia,03. Sponsored Research - Entities Consolidated,76527
2006-2007,University of Victoria,986,English, British Columbia,02. Special Purpose and Trust,30473
2006-2007,University of Victoria,986,English, British Columbia,01. General operating,268835
2006-2007,University of Trinity College,585,English, Ontario,Total funds,22494
2006-2007,University of Trinity College,585,English, Ontario,08. Endowment,3147
2006-2007,University of Trinity College,585,English, Ontario,07. Capital,310
2006-2007,University of Trinity College,585,English, Ontario,06. Ancillary,5500
2006-2007,University of Trinity College,585,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Trinity College,585,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2006-2007,University of Trinity College,585,English, Ontario,02. Special Purpose and Trust,4715
2006-2007,University of Trinity College,585,English, Ontario,01. General operating,8822
2006-2007,University of Toronto,581,English, Ontario,Total funds,2638415
2006-2007,University of Toronto,581,English, Ontario,08. Endowment,190500
2006-2007,University of Toronto,581,English, Ontario,07. Capital,46011
2006-2007,University of Toronto,581,English, Ontario,06. Ancillary,135766
