Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2011-2012,Simon Fraser University,968,English, British Columbia,02. Special Purpose and Trust,22857
2011-2012,Simon Fraser University,968,English, British Columbia,01. General operating,447294
2011-2012,Saint Mary's University,288,English, Nova Scotia,Total funds,128059
2011-2012,Saint Mary's University,288,English, Nova Scotia,08. Endowment,1511
2011-2012,Saint Mary's University,288,English, Nova Scotia,07. Capital,681
2011-2012,Saint Mary's University,288,English, Nova Scotia,06. Ancillary,14226
2011-2012,Saint Mary's University,288,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Saint Mary's University,288,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,7528
2011-2012,Saint Mary's University,288,English, Nova Scotia,02. Special Purpose and Trust,7679
2011-2012,Saint Mary's University,288,English, Nova Scotia,01. General operating,96434
2011-2012,Ryerson University,565,English, Ontario,Total funds,522300
2011-2012,Ryerson University,565,English, Ontario,08. Endowment,2184
2011-2012,Ryerson University,565,English, Ontario,07. Capital,12831
2011-2012,Ryerson University,565,English, Ontario,06. Ancillary,28334
2011-2012,Ryerson University,565,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Ryerson University,565,English, Ontario,03. Sponsored Research - Entities Consolidated,28695
2011-2012,Ryerson University,565,English, Ontario,02. Special Purpose and Trust,15530
2011-2012,Ryerson University,565,English, Ontario,01. General operating,434726
2011-2012,Royal Roads University,997,English, British Columbia,Total funds,57276
2011-2012,Royal Roads University,997,English, British Columbia,08. Endowment,0
2011-2012,Royal Roads University,997,English, British Columbia,07. Capital,2010
2011-2012,Royal Roads University,997,English, British Columbia,06. Ancillary,2918
2011-2012,Royal Roads University,997,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Royal Roads University,997,English, British Columbia,03. Sponsored Research - Entities Consolidated,2340
2011-2012,Royal Roads University,997,English, British Columbia,02. Special Purpose and Trust,0
2011-2012,Royal Roads University,997,English, British Columbia,01. General operating,50008
2011-2012,Renison University College,561,English, Ontario,Total funds,12631
2011-2012,Renison University College,561,English, Ontario,08. Endowment,187
2011-2012,Renison University College,561,English, Ontario,07. Capital,90
2011-2012,Renison University College,561,English, Ontario,06. Ancillary,2423
2011-2012,Renison University College,561,English, Ontario,04. Sponsored Research - Entities Not Consolidated,94
2011-2012,Renison University College,561,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2011-2012,Renison University College,561,English, Ontario,02. Special Purpose and Trust,0
2011-2012,Renison University College,561,English, Ontario,01. General operating,9837
2011-2012,Redeemer University College,560,English, Ontario,Total funds,24045
2011-2012,Redeemer University College,560,English, Ontario,08. Endowment,132
2011-2012,Redeemer University College,560,English, Ontario,07. Capital,3008
2011-2012,Redeemer University College,560,English, Ontario,06. Ancillary,4503
2011-2012,Redeemer University College,560,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Redeemer University College,560,English, Ontario,03. Sponsored Research - Entities Consolidated,207
2011-2012,Redeemer University College,560,English, Ontario,02. Special Purpose and Trust,0
2011-2012,Redeemer University College,560,English, Ontario,01. General operating,16195
2011-2012,Queen's University,558,English, Ontario,Total funds,811011
2011-2012,Queen's University,558,English, Ontario,08. Endowment,24314
2011-2012,Queen's University,558,English, Ontario,07. Capital,35977
2011-2012,Queen's University,558,English, Ontario,06. Ancillary,75384
2011-2012,Queen's University,558,English, Ontario,04. Sponsored Research - Entities Not Consolidated,4333
2011-2012,Queen's University,558,English, Ontario,03. Sponsored Research - Entities Consolidated,163674
2011-2012,Queen's University,558,English, Ontario,02. Special Purpose and Trust,76829
2011-2012,Queen's University,558,English, Ontario,01. General operating,430500
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,Total funds,2326
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,08. Endowment,15
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,07. Capital,0
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,06. Ancillary,0
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,03. Sponsored Research - Entities Consolidated,18
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,02. Special Purpose and Trust,308
2011-2012,Queen's School of Religion at Queen,517,English, Ontario,01. General operating,1985
2011-2012,OCAD University,549,English, Ontario,Total funds,65053
2011-2012,OCAD University,549,English, Ontario,08. Endowment,177
2011-2012,OCAD University,549,English, Ontario,07. Capital,239
2011-2012,OCAD University,549,English, Ontario,06. Ancillary,165
2011-2012,OCAD University,549,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,OCAD University,549,English, Ontario,03. Sponsored Research - Entities Consolidated,4573
2011-2012,OCAD University,549,English, Ontario,02. Special Purpose and Trust,400
2011-2012,OCAD University,549,English, Ontario,01. General operating,59499
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,Total funds,48729
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,08. Endowment,0
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,07. Capital,180
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,06. Ancillary,4417
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,11625
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,02. Special Purpose and Trust,3984
2011-2012,Nova Scotia Agricultural College,254,English, Nova Scotia,01. General operating,28523
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,Total funds,49829
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,08. Endowment,0
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,07. Capital,0
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,06. Ancillary,0
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,03. Sponsored Research - Entities Consolidated,889
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,02. Special Purpose and Trust,1335
2011-2012,Northern Ontario School of Medicine,546,English, Ontario,01. General operating,47605
2011-2012,Nipissing University,548,English, Ontario,Total funds,81033
2011-2012,Nipissing University,548,English, Ontario,08. Endowment,548
2011-2012,Nipissing University,548,English, Ontario,07. Capital,2121
2011-2012,Nipissing University,548,English, Ontario,06. Ancillary,6603
2011-2012,Nipissing University,548,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Nipissing University,548,English, Ontario,03. Sponsored Research - Entities Consolidated,2040
2011-2012,Nipissing University,548,English, Ontario,02. Special Purpose and Trust,2380
2011-2012,Nipissing University,548,English, Ontario,01. General operating,67341
2011-2012,NSCAD University,260,English, Nova Scotia,Total funds,23327
2011-2012,NSCAD University,260,English, Nova Scotia,08. Endowment,0
2011-2012,NSCAD University,260,English, Nova Scotia,07. Capital,528
2011-2012,NSCAD University,260,English, Nova Scotia,06. Ancillary,603
2011-2012,NSCAD University,260,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,NSCAD University,260,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,543
2011-2012,NSCAD University,260,English, Nova Scotia,02. Special Purpose and Trust,3289
2011-2012,NSCAD University,260,English, Nova Scotia,01. General operating,18364
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,Total funds,58177
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,08. Endowment,533
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,07. Capital,514
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,06. Ancillary,5185
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,2633
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,02. Special Purpose and Trust,6331
2011-2012,Mount Saint Vincent University,250,English, Nova Scotia,01. General operating,42981
2011-2012,Mount Royal University,809,English, Alberta,Total funds,205144
2011-2012,Mount Royal University,809,English, Alberta,08. Endowment,592
2011-2012,Mount Royal University,809,English, Alberta,07. Capital,7510
2011-2012,Mount Royal University,809,English, Alberta,06. Ancillary,21747
2011-2012,Mount Royal University,809,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Mount Royal University,809,English, Alberta,03. Sponsored Research - Entities Consolidated,2275
2011-2012,Mount Royal University,809,English, Alberta,02. Special Purpose and Trust,2221
2011-2012,Mount Royal University,809,English, Alberta,01. General operating,170799
2011-2012,Mount Allison University,342,English, New Brunswick,Total funds,69493
2011-2012,Mount Allison University,342,English, New Brunswick,08. Endowment,1480
2011-2012,Mount Allison University,342,English, New Brunswick,07. Capital,710
2011-2012,Mount Allison University,342,English, New Brunswick,06. Ancillary,14238
2011-2012,Mount Allison University,342,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Mount Allison University,342,English, New Brunswick,03. Sponsored Research - Entities Consolidated,4066
2011-2012,Mount Allison University,342,English, New Brunswick,02. Special Purpose and Trust,5556
2011-2012,Mount Allison University,342,English, New Brunswick,01. General operating,43443
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,Total funds,670579
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,08. Endowment,703
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,07. Capital,54391
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,06. Ancillary,22063
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,04. Sponsored Research - Entities Not Consolidated,0
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,03. Sponsored Research - Entities Consolidated,107078
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,02. Special Purpose and Trust,36103
2011-2012,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,01. General operating,450241
