Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,06. Ancillary,2030,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,67,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,02. Special Purpose and Trust,469,,,,,,,,,,
2004-2005,University of King's College,242,English, Nova Scotia,01. General operating,11002,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,Total funds,527105,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,07. Capital,60659,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,06. Ancillary,52404,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,03. Sponsored Research - Entities Consolidated,118887,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,02. Special Purpose and Trust,32491,,,,,,,,,,
2004-2005,University of Guelph,520,English, Ontario,01. General operating,262664,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,Total funds,771925,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,08. Endowment,0,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,07. Capital,9417,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,06. Ancillary,50630,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,03. Sponsored Research - Entities Consolidated,257861,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,02. Special Purpose and Trust,30300,,,,,,,,,,
2004-2005,University of Calgary,830,English, Alberta,01. General operating,423717,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,Total funds,1155837,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,08. Endowment,0,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,07. Capital,141416,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,06. Ancillary,71892,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,03. Sponsored Research - Entities Consolidated,281121,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,85934,,,,,,,,,,
2004-2005,University of Alberta,804,English, Alberta,01. General operating,575474,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,Total funds,57328,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,07. Capital,5363,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,06. Ancillary,5118,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,143,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,5364,,,,,,,,,,
2004-2005,Trinity Western University,974,English, British Columbia,01. General operating,41340,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,Total funds,107670,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,07. Capital,10225,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,06. Ancillary,10633,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,10378,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,02. Special Purpose and Trust,1357,,,,,,,,,,
2004-2005,Trent University,583,English, Ontario,01. General operating,75077,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,Total funds,1891,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,07. Capital,0,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,06. Ancillary,168,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,02. Special Purpose and Trust,27,,,,,,,,,,
2004-2005,Thorneloe University,521,English, Ontario,01. General operating,1696,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,Total funds,82649,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,08. Endowment,0,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,07. Capital,0,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,06. Ancillary,4956,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,4294,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,2988,,,,,,,,,,
2004-2005,The University of Winnipeg,688,English, Manitoba,01. General operating,70411,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,Total funds,1495548,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,07. Capital,149598,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,06. Ancillary,109584,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,33738,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,336572,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,289705,,,,,,,,,,
2004-2005,The University of British Columbia,918,English, British Columbia,01. General operating,576351,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,Total funds,104534,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,07. Capital,14073,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,06. Ancillary,6828,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,03. Sponsored Research - Entities Consolidated,1516,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,02. Special Purpose and Trust,7108,,,,,,,,,,
2004-2005,The University College of the Carib,978,English, British Columbia,01. General operating,75009,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,Total funds,15419,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,08. Endowment,0,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,07. Capital,5225,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,06. Ancillary,2384,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,146,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,The King's University,896,English, Alberta,01. General operating,7664,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,Total funds,30332,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,08. Endowment,0,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,07. Capital,1006,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,06. Ancillary,5816,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,03. Sponsored Research - Entities Consolidated,483,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,02. Special Purpose and Trust,2008,,,,,,,,,,
2004-2005,St. Thomas University,358,English, New Brunswick,01. General operating,21019,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,Total funds,2361,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,07. Capital,134,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,06. Ancillary,338,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,St. Peter's Seminary,573,English, Ontario,01. General operating,1889,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,Total funds,1096,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,06. Ancillary,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,St. Peter's College,797,English, Saskatchewan,01. General operating,1096,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,Total funds,2295,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,08. Endowment,0,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,07. Capital,0,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,06. Ancillary,0,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,02. Special Purpose and Trust,72,,,,,,,,,,
2004-2005,St. Joseph's College,898,English, Alberta,01. General operating,2223,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,Total funds,9429,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,07. Capital,380,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,06. Ancillary,1995,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,03. Sponsored Research - Entities Consolidated,34,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,02. Special Purpose and Trust,186,,,,,,,,,,
2004-2005,St. Jerome's University,567,English, Ontario,01. General operating,6834,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,Total funds,93390,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,07. Capital,15603,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,06. Ancillary,14366,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,5456,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,02. Special Purpose and Trust,3640,,,,,,,,,,
2004-2005,St. Francis Xavier University,278,English, Nova Scotia,01. General operating,54325,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,Total funds,480224,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,07. Capital,82535,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,06. Ancillary,29152,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,03. Sponsored Research - Entities Consolidated,49219,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,02. Special Purpose and Trust,26850,,,,,,,,,,
2004-2005,Simon Fraser University,968,English, British Columbia,01. General operating,292468,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,Total funds,96405,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,07. Capital,9809,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,06. Ancillary,11037,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,2989,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,02. Special Purpose and Trust,3011,,,,,,,,,,
2004-2005,Saint Mary's University,288,English, Nova Scotia,01. General operating,69559,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,Total funds,332465,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,07. Capital,59410,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,06. Ancillary,22181,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,03. Sponsored Research - Entities Consolidated,10107,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,02. Special Purpose and Trust,4383,,,,,,,,,,
2004-2005,Ryerson University,565,English, Ontario,01. General operating,236384,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,Total funds,37005,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,07. Capital,1391,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,06. Ancillary,1614,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,03. Sponsored Research - Entities Consolidated,2087,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,02. Special Purpose and Trust,45,,,,,,,,,,
2004-2005,Royal Roads University,997,English, British Columbia,01. General operating,31868,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,Total funds,6804,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,07. Capital,225,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,06. Ancillary,1679,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,04. Sponsored Research - Entities Not Consolidated,250,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Renison University College,561,English, Ontario,01. General operating,4650,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,Total funds,18813,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,07. Capital,4465,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,06. Ancillary,1616,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,03. Sponsored Research - Entities Consolidated,278,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Redeemer University College,560,English, Ontario,01. General operating,12454,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,Total funds,631943,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,07. Capital,10348,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,06. Ancillary,54318,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,04. Sponsored Research - Entities Not Consolidated,7261,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,03. Sponsored Research - Entities Consolidated,156246,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,02. Special Purpose and Trust,46781,,,,,,,,,,
2004-2005,Queen's University,558,English, Ontario,01. General operating,356989,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,Total funds,2281,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,07. Capital,0,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,06. Ancillary,0,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,03. Sponsored Research - Entities Consolidated,319,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,02. Special Purpose and Trust,185,,,,,,,,,,
2004-2005,Queen's School of Religion at Queen,517,English, Ontario,01. General operating,1777,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,Total funds,24324,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,07. Capital,224,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,06. Ancillary,2545,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,02. Special Purpose and Trust,0,,,,,,,,,,
2004-2005,Open Learning Agency,950,English, British Columbia,01. General operating,21555,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,Total funds,105123,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,08. Endowment,0,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,07. Capital,12670,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,06. Ancillary,6138,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,03. Sponsored Research - Entities Consolidated,3279,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,02. Special Purpose and Trust,2489,,,,,,,,,,
2004-2005,Okanagan University College,945,English, British Columbia,01. General operating,80547,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,Total funds,24916,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,06. Ancillary,1601,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,5755,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,02. Special Purpose and Trust,1010,,,,,,,,,,
2004-2005,Nova Scotia Agricultural College,254,English, Nova Scotia,01. General operating,16550,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,Total funds,53775,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,07. Capital,7879,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,06. Ancillary,3065,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,03. Sponsored Research - Entities Consolidated,1144,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,02. Special Purpose and Trust,976,,,,,,,,,,
2004-2005,Nipissing University,548,English, Ontario,01. General operating,40711,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,Total funds,13140,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,07. Capital,194,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,06. Ancillary,496,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,02. Special Purpose and Trust,164,,,,,,,,,,
2004-2005,NSCAD University,260,English, Nova Scotia,01. General operating,12286,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,Total funds,44942,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,07. Capital,659,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,06. Ancillary,4599,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,1557,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,02. Special Purpose and Trust,1612,,,,,,,,,,
2004-2005,Mount Saint Vincent University,250,English, Nova Scotia,01. General operating,36515,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,Total funds,53044,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,08. Endowment,0,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,07. Capital,2475,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,06. Ancillary,8723,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,03. Sponsored Research - Entities Consolidated,2340,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,02. Special Purpose and Trust,8102,,,,,,,,,,
2004-2005,Mount Allison University,342,English, New Brunswick,01. General operating,31404,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,Total funds,344436,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,08. Endowment,0,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,07. Capital,19789,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,06. Ancillary,17519,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,03. Sponsored Research - Entities Consolidated,54781,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,02. Special Purpose and Trust,12952,,,,,,,,,,
2004-2005,Memorial University of Newfoundland,030,English, Newfoundland and Labrador,01. General operating,239395,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,Total funds,784205,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,07. Capital,17309,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,06. Ancillary,62331,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,04. Sponsored Research - Entities Not Consolidated,175164,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,03. Sponsored Research - Entities Consolidated,156592,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,02. Special Purpose and Trust,36465,,,,,,,,,,
2004-2005,McMaster University,544,English, Ontario,01. General operating,336344,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,Total funds,1101544,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,08. Endowment,0,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,07. Capital,149319,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,06. Ancillary,43088,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,04. Sponsored Research - Entities Not Consolidated,126581,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,03. Sponsored Research - Entities Consolidated,274115,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,02. Special Purpose and Trust,65528,,,,,,,,,,
2004-2005,McGill University / Université McGi,454,English, Quebec,01. General operating,442913,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,Total funds,6099,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,08. Endowment,0,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,07. Capital,0,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,06. Ancillary,1426,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,02. Special Purpose and Trust,11,,,,,,,,,,
2004-2005,Luther College,735,English, Saskatchewan,01. General operating,4662,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,Total funds,120380,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,08. Endowment,0,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,07. Capital,10124,,,,,,,,,,
2004-2005,Laurentian University / Université,540,English, Ontario,06. Ancillary,8471,,,,,,,,,,
